#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-02-22T10:47:31 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60338a8c24f1	
#INFO	-out.max=unlimited	
#INFO	queryParameters=14	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:IX/10A&tab:{IX/10A/1rxs}&key:source=IX/10A/1rxs&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=IX/10A/1rxs
#-order=I
#-out=1RXS
#-out=RAJ2000
#-out=DEJ2000
#-out=Count
#

#RESOURCE=yCat_9010
#Name: IX/10A
#Title: ROSAT All-Sky Bright Source Catalogue (1RXS) (Voges+ 1999)
#Table	IX_10A_1rxs:
#Name: IX/10A/1rxs
#Title: The 1RXS catalogue
#Column	1RXS	(A16)	ROSAT All-Sky Survey Catalogue source name (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000), decimal degrees	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000), decimal degrees	[ucd=pos.eq.dec;meta.main]
#Column	Count	(E9.2)	? Source countrate (4)	[ucd=phot.count;em.X-ray]
Name;deg;deg;ct/s
J003130.0+312352;007.87500;+31.39778; 6.03e-02
J003150.4+365756;007.96000;+36.96556; 5.43e-02
J003209.7+180808;008.04042;+18.13569; 8.36e-02
J003210.0-382728;008.04167;-38.45792; 5.53e-02
J003211.0-324209;008.04583;-32.70264; 7.99e-02
J003221.1+242359;008.08792;+24.39972; 9.01e-02
J003224.1+671406;008.10042;+67.23514; 8.47e-02
J003224.5+065742;008.10208;+06.96167; 3.97e-01
J003230.5-224226;008.12708;-22.70722; 5.44e-02
J003234.5+072929;008.14375;+07.49139; 2.87e-01
J003238.2-010056;008.15917;-01.01556; 6.88e-02
J003241.4-125629;008.17250;-12.94153; 5.54e-02
J003241.5+400143;008.17292;+40.02875; 6.08e-02
J003243.1+003107;008.17958;+00.51875; 5.32e-02
J003247.4-404601;008.19750;-40.76708; 7.94e-02
J003301.8-034247;008.25750;-03.71306; 7.15e-02
J003308.1-320117;008.28375;-32.02139; 7.51e-02
J003319.1-033529;008.32958;-03.59153; 9.29e-02
J003322.1-691502;008.34208;-69.25056; 1.74e-01
J003322.8-203908;008.34500;-20.65236; 3.17e-01
J003327.5+575045;008.36458;+57.84597; 6.18e-02
J003331.8-001905;008.38250;-00.31806; 6.60e-02
J003334.6-192130;008.39417;-19.35833; 9.40e-01
J003337.4+395309;008.40583;+39.88583; 5.66e-02
J003346.5-132522;008.44375;-13.42278; 5.05e-02
J003349.6+325213;008.45667;+32.87042; 5.27e-02
J003352.3+202112;008.46792;+20.35333; 1.64e-01
J003353.0-075116;008.47083;-07.85458; 1.04e-01
J003354.6-251153;008.47750;-25.19806; 6.47e-02
J003356.9+531539;008.48708;+53.26083; 5.18e-02
J003357.9+612645;008.49125;+61.44584; 1.72e-01
J003400.0-384718;008.50000;-38.78833; 9.79e-02
J003400.9-335428;008.50375;-33.90792; 1.29e-01
J003403.7+010558;008.51542;+01.09944; 1.24e-01
J003406.7-020935;008.52792;-02.15972; 6.61e-02
J003408.7+252342;008.53625;+25.39514; 1.74e-01
J003409.5+151136;008.53958;+15.19333; 1.05e-01
J003413.7-212619;008.55708;-21.43861; 3.30e-01
J003415.8-180452;008.56583;-18.08125; 7.32e-02
J003419.1-085904;008.57958;-08.98458; 7.96e-02
J003422.2-790525;008.59250;-79.09042; 5.05e-01
J003427.1-063007;008.61292;-06.50194; 1.82e-01
J003428.0+022510;008.61667;+02.41944; 1.09e-01
J003429.4-043319;008.62250;-04.55528; 7.44e-02
J003436.7+623721;008.65292;+62.62264; 7.07e-02
J003441.3+110804;008.67208;+11.13444; 5.51e-02
J003452.2-615506;008.71750;-61.91833; 5.10e-01
J003457.0+023409;008.73750;+02.56931; 6.90e-02
J003509.0-502005;008.78750;-50.33472; 7.86e-01
J003512.3-194249;008.80125;-19.71361; 1.79e-01
J003514.7-033535;008.81125;-03.59306; 1.12e+00
J003514.9+151513;008.81208;+15.25361; 2.36e-01
J003526.3+811437;008.85958;+81.24375; 5.95e-02
J003526.8-201537;008.86167;-20.26042; 1.47e-01
J003528.6+603139;008.86917;+60.52750; 8.58e-02
J003530.0+353943;008.87500;+35.66195; 7.59e-02
J003532.8-003013;008.88667;-00.50375; 1.19e-01
J003537.0+013749;008.90417;+01.63042; 1.02e-01
J003539.4-401514;008.91417;-40.25389; 8.23e-02
J003541.3-181653;008.92208;-18.28153; 5.21e-02
J003542.1-475949;008.92542;-47.99708; 2.24e-01
J003542.4+342833;008.92667;+34.47597; 5.95e-02
J003544.1-251406;008.93375;-25.23500; 1.08e-01
J003552.8+595006;008.97000;+59.83500; 3.68e-01
J003601.9-053359;009.00792;-05.56653; 8.33e-02
J003609.4+073830;009.03917;+07.64181; 1.93e-01
J003625.1+121303;009.10458;+12.21764; 6.99e-02
J003629.3-245032;009.12208;-24.84222; 7.87e-02
J003633.1+430550;009.13792;+43.09736; 5.75e-02
J003633.7+254513;009.14042;+25.75375; 1.08e-01
J003633.7+553728;009.14042;+55.62444; 5.82e-02
J003637.4-490747;009.15583;-49.12986; 3.27e-01
J003640.5+381343;009.16875;+38.22875; 7.37e-02
J003643.7+703413;009.18208;+70.57042; 7.85e-02
J003644.4-581543;009.18500;-58.26194; 1.09e-01
J003651.2+145929;009.21333;+14.99153; 5.59e-02
J003704.1-713821;009.26708;-71.63917; 5.71e-02
J003705.8+090936;009.27417;+09.16014; 1.25e-01
J003709.6+612131;009.29000;+61.35875; 1.94e-01
J003712.3+441303;009.30125;+44.21750; 1.51e-01
J003714.5-584357;009.31042;-58.73250; 1.22e-01
J003715.3-461412;009.31375;-46.23667; 2.93e-01
J003723.2-721415;009.34667;-72.23750; 3.49e-01
J003728.3-580052;009.36792;-58.01458; 1.37e-01
J003731.9+551326;009.38292;+55.22389; 1.18e-01
J003736.3-230228;009.40125;-23.04125; 5.41e-02
J003739.5-542043;009.41458;-54.34542; 1.95e-01
J003759.9+321246;009.49958;+32.21278; 8.03e-02
J003801.0+435342;009.50417;+43.89500; 7.93e-02
J003804.2+790328;009.51750;+79.05791; 1.10e-01
J003809.3-250504;009.53875;-25.08444; 1.81e-01
J003815.8-245858;009.56583;-24.98292; 1.53e-01
J003820.5-020731;009.58542;-02.12542; 8.91e-02
J003832.6+412858;009.63583;+41.48278; 6.97e-02
J003845.9+332534;009.69125;+33.42625; 9.27e-02
J003846.3+003430;009.69292;+00.57514; 6.41e-02
J003854.9-034252;009.72875;-03.71458; 5.69e-02
J003858.6+082908;009.74417;+08.48556; 3.82e-01
J003900.8-122915;009.75333;-12.48750; 7.03e-02
J003904.2+791912;009.76750;+79.32014; 1.27e-01
J003908.2-222002;009.78417;-22.33403; 1.64e-01
J003915.6-511701;009.81500;-51.28361; 9.59e-01
J003921.9+511025;009.84125;+51.17375; 5.62e-02
J003923.8-263136;009.84917;-26.52681; 5.15e-02
J003925.1-160404;009.85458;-16.06778; 2.88e-01
J003932.5-310338;009.88542;-31.06069; 5.86e-02
J003938.9+844458;009.91208;+84.74958; 5.64e-02
J003939.2-111300;009.91333;-11.21667; 7.71e-02
J003942.1+103914;009.92542;+10.65403; 3.93e-01
J003942.7-352805;009.92792;-35.46806; 5.18e-02
J003952.8+313228;009.97000;+31.54111; 1.34e-01
J003956.6-175003;009.98583;-17.83430; 8.11e-02
J004005.0+501414;010.02083;+50.23722; 9.75e-02
J004013.3-192525;010.05542;-19.42375; 7.15e-02
J004014.5+404958;010.06042;+40.83278; 8.20e-02
J004016.5-271913;010.06875;-27.32042; 3.15e-01
J004020.7+404358;010.08625;+40.73292; 5.58e-02
J004021.5+434327;010.08958;+43.72417; 4.13e-01
J004028.9-163111;010.12042;-16.51972; 1.99e-01
J004030.0-274753;010.12500;-27.79819; 1.44e-01
J004030.3+293328;010.12625;+29.55778; 2.94e-01
J004031.1+520906;010.12958;+52.15181; 2.66e-01
J004039.6-505746;010.16500;-50.96292; 8.78e-02
J004044.3-160116;010.18458;-16.02125; 8.52e-02
J004044.3-344006;010.18458;-34.66847; 2.55e-01
J004046.3+393658;010.19292;+39.61625; 1.09e-01
J004048.0-071352;010.20000;-07.23125; 1.39e-01
J004050.7-531237;010.21125;-53.21028; 1.71e-01
J004051.0+100332;010.21250;+10.05889; 1.15e-01
J004052.0-440740;010.21667;-44.12778; 8.30e-02
J004052.2-791440;010.21750;-79.24445; 1.28e-01
J004053.2-074201;010.22167;-07.70042; 4.15e-01
J004105.5-591911;010.27292;-59.31972; 1.26e-01
J004109.1-453551;010.28792;-45.59764; 1.00e-01
J004111.8+552357;010.29917;+55.39917; 8.44e-02
J004112.2-264936;010.30083;-26.82667; 8.90e-02
J004113.1+092105;010.30458;+09.35139; 5.70e-02
J004117.7+342513;010.32375;+34.42042; 6.13e-01
J004131.8+125740;010.38250;+12.96111; 2.76e-01
J004131.9-223834;010.38292;-22.64292; 3.72e-01
J004133.3+211817;010.38875;+21.30486; 7.90e-02
J004135.7-012143;010.39875;-01.36208; 5.29e-02
J004141.0+441055;010.42083;+44.18208; 1.21e-01
J004143.6+083316;010.43167;+08.55458; 6.90e-02
J004144.9+212507;010.43708;+21.41875; 6.95e-02
J004146.5-470132;010.44375;-47.02570; 2.46e-01
J004149.7-091817;010.45708;-09.30472; 4.08e+00
J004152.3-092849;010.46792;-09.48042; 8.53e-02
J004154.0+402118;010.47500;+40.35500; 8.73e-02
J004155.3+503405;010.48042;+50.56820; 5.42e-02
J004202.7-143557;010.51125;-14.59917; 5.05e-02
J004204.8-423418;010.52000;-42.57167; 5.55e-02
J004207.8-283213;010.53250;-28.53708; 6.67e-01
J004208.1+364115;010.53375;+36.68750; 1.18e-01
J004210.9-135146;010.54542;-13.86292; 5.66e-02
J004211.1-425245;010.54625;-42.87917; 6.12e-02
J004212.5-544431;010.55208;-54.74194; 1.14e-01
J004215.5-251022;010.56458;-25.17278; 6.46e-02
J004218.5-774804;010.57708;-77.80111; 2.09e-01
J004218.8+401942;010.57833;+40.32833; 9.54e-02
J004223.9+040958;010.59958;+04.16611; 1.41e-01
J004226.6-133536;010.61083;-13.59347; 1.32e-01
J004230.2-442502;010.62583;-44.41736; 1.41e-01
J004236.9-104919;010.65375;-10.82208; 2.44e-01
J004236.9-164214;010.65375;-16.70403; 6.12e-02
J004240.8+301742;010.67000;+30.29514; 1.37e-01
J004241.8+411535;010.67417;+41.25972; 9.60e-01
J004242.8+405156;010.67833;+40.86570; 1.05e-01
J004248.4+353257;010.70167;+35.54917; 1.02e+00
J004251.5+413056;010.71458;+41.51556; 5.06e-02
J004258.6+333557;010.74417;+33.59917; 8.17e-02
J004301.6-533436;010.75667;-53.57667; 6.70e-02
J004319.8+005131;010.83250;+00.85861; 6.25e-02
J004324.9-203728;010.85375;-20.62458; 1.92e-01
J004325.4-165544;010.85583;-16.92903; 2.87e-01
J004330.9+411452;010.87875;+41.24778; 1.55e-01
J004333.7-044257;010.89042;-04.71583; 1.58e-01
J004335.3-175911;010.89708;-17.98639; 2.65e+00
J004343.6+372521;010.93167;+37.42250; 1.20e-01
J004349.3-111612;010.95542;-11.27014; 5.45e-02
J004351.2+242422;010.96333;+24.40625; 5.00e-01
J004356.5+734407;010.98542;+73.73528; 5.61e-02
J004400.0+313729;011.00000;+31.62486; 5.21e-02
J004401.5+093302;011.00625;+09.55056; 4.05e-01
J004402.7-743737;011.01125;-74.62695; 6.51e-02
J004404.6+013344;011.01917;+01.56222; 1.63e-01
J004423.9-261600;011.09958;-26.26681; 2.32e-01
J004425.1+015442;011.10458;+01.91181; 1.14e-01
J004426.0-274848;011.10833;-27.81347; 6.50e-02
J004430.0-491459;011.12500;-49.24986; 8.86e-02
J004435.1+121136;011.14625;+12.19347; 6.42e-02
J004444.9-220031;011.18708;-22.00861; 2.17e-01
J004445.9+670943;011.19125;+67.16194; 6.57e-02
J004450.9-185812;011.21208;-18.97014; 6.36e-02
J004451.0-444133;011.21250;-44.69250; 6.30e-02
J004459.4+192143;011.24750;+19.36194; 1.66e-01
J004459.6-550822;011.24833;-55.13958; 8.67e-02
J004501.2+793054;011.25500;+79.51514; 5.31e-02
J004502.0-360821;011.25833;-36.13917; 8.57e-02
J004503.8-490753;011.26583;-49.13139; 1.06e-01
J004510.2+001522;011.29250;+00.25611; 1.66e-01
J004519.6+212735;011.33167;+21.45986; 1.56e-01
J004524.5+794347;011.35208;+79.72986; 8.39e-02
J004528.7+421850;011.36958;+42.31389; 5.01e-02
J004540.4-224402;011.41833;-22.73389; 5.82e-02
J004545.4-473301;011.43917;-47.55028; 3.35e-01
J004545.6-251605;011.44000;-25.26819; 6.00e-02
J004546.0+413938;011.44167;+41.66056; 1.67e-01
J004547.1+662959;011.44625;+66.49973; 1.45e-01
J004547.2-005034;011.44667;-00.84278; 5.30e-02
J004549.0-315822;011.45417;-31.97292; 5.54e-02
J004551.1+545834;011.46292;+54.97611; 3.05e-01
J004554.8-172325;011.47833;-17.39028; 7.88e-02
J004620.5+020220;011.58542;+02.03903; 7.56e-02
J004622.7+301922;011.59458;+30.32278; 5.02e-02
J004625.5+203800;011.60625;+20.63347; 6.38e-02
J004646.2+213726;011.69250;+21.62389; 6.95e-02
J004649.4+152741;011.70583;+15.46153; 8.74e-02
J004653.1+480844;011.72125;+48.14569; 2.65e-01
J004655.6-162704;011.73167;-16.45125; 6.20e-02
J004700.8+115827;011.75333;+11.97417; 9.95e-02
J004702.2-801742;011.75917;-80.29514; 1.32e-01
J004703.1-115217;011.76292;-11.87139; 5.81e-01
J004704.8-204743;011.77000;-20.79542; 5.18e-02
J004704.9+031959;011.77042;+03.33306; 6.02e-02
J004713.7+381211;011.80708;+38.20306; 9.95e-02
J004718.1-224506;011.82542;-22.75167; 2.14e-01
J004719.4+144215;011.83083;+14.70417; 6.70e-02
J004720.7+241550;011.83625;+24.26389; 1.80e+00
J004720.9-081030;011.83708;-08.17514; 1.79e-01
J004733.3-251722;011.88875;-25.28944; 2.98e-01
J004746.1+023822;011.94208;+02.63958; 5.51e-02
J004753.2-324524;011.97167;-32.75667; 3.06e-01
J004807.5-273743;012.03125;-27.62875; 7.20e-02
J004816.8+521935;012.07000;+52.32653; 7.90e-02
J004819.6+394110;012.08167;+39.68611; 2.25e-01
J004820.7-733154;012.08625;-73.53181; 1.99e-01
J004821.1+711622;012.08792;+71.27292; 1.51e-01
J004823.8+274527;012.09917;+27.75764; 7.03e-02
J004835.0-211454;012.14583;-21.24847; 1.33e-01
J004838.3-431146;012.15958;-43.19611; 7.07e-02
J004838.5-581746;012.16042;-58.29611; 8.25e-02
J004845.4+212714;012.18917;+21.45403; 1.37e-01
J004859.5+443500;012.24792;+44.58347; 2.22e-01
J004901.5+671929;012.25625;+67.32486; 1.09e-01
J004904.0+574917;012.26667;+57.82139; 1.38e-01
J004906.7-210905;012.27792;-21.15153; 1.31e-01
J004907.4+270731;012.28083;+27.12528; 7.63e-02
J004912.9-534635;012.30375;-53.77639; 6.78e-02
J004913.8-424649;012.30750;-42.78028; 5.42e-02
J004917.3-445712;012.32208;-44.95347; 2.31e-01
J004924.0-293128;012.35000;-29.52458; 2.57e-01
J004930.1-241904;012.37542;-24.31792; 5.83e-02
J004931.6+112832;012.38167;+11.47569; 9.64e-02
J004931.8-585047;012.38250;-58.84653; 8.38e-02
J004934.3-144420;012.39292;-14.73889; 6.39e-02
J004937.9-184751;012.40792;-18.79750; 1.33e-01
J004939.6-180131;012.41500;-18.02542; 6.37e-02
J004939.9-415133;012.41625;-41.85931; 7.97e-02
J004941.8-011657;012.42417;-01.28264; 7.97e-02
J004951.8-241620;012.46583;-24.27222; 5.06e-02
J004952.7+393137;012.46958;+39.52694; 3.00e-01
J005000.7-132811;012.50292;-13.46972; 7.47e-02
J005007.1-103836;012.52958;-10.64347; 7.29e-02
J005011.3-033743;012.54708;-03.62875; 8.93e-02
J005017.9+083734;012.57458;+08.62611; 6.74e-02
J005019.8-461826;012.58250;-46.30722; 7.43e-02
J005020.8+105221;012.58667;+10.87264; 6.94e-02
J005024.3-640406;012.60125;-64.06834; 3.33e-01
J005029.2+112902;012.62167;+11.48389; 1.02e-01
J005033.3+244901;012.63875;+24.81694; 4.44e-01
J005034.2+044152;012.64250;+04.69792; 5.22e-02
J005039.7+561545;012.66542;+56.26264; 6.67e-02
J005040.5-254115;012.66875;-25.68750; 5.94e-02
J005041.0-092855;012.67083;-09.48208; 1.97e-01
J005050.6+353645;012.71083;+35.61264; 2.85e-01
J005052.4-710914;012.71833;-71.15403; 1.20e-01
J005055.9+080244;012.73292;+08.04569; 2.01e-01
J005101.3-320405;012.75542;-32.06820; 7.18e-02
J005101.5+200827;012.75625;+20.14097; 5.38e-02
J005105.0+542513;012.77083;+54.42042; 8.06e-02
J005107.0+765042;012.77917;+76.84514; 1.38e-01
J005108.0-732134;012.78333;-73.35944; 8.08e-02
J005111.8-113700;012.79917;-11.61681; 5.07e-02
J005112.1-483315;012.80042;-48.55431; 1.52e-01
J005117.0-130641;012.82083;-13.11139; 7.14e-02
J005117.7-624154;012.82375;-62.69833; 2.89e-01
J005118.0-144751;012.82500;-14.79750; 1.39e-01
J005118.2+135437;012.82583;+13.91042; 8.73e-02
J005118.2-283059;012.82583;-28.51653; 2.15e-01
J005119.6-705553;012.83167;-70.93153; 6.90e-02
J005128.4-084245;012.86833;-08.71264; 5.86e-02
J005132.3-301957;012.88458;-30.33250; 5.60e-02
J005134.8+292408;012.89500;+29.40222; 8.59e-02
J005137.3-343646;012.90542;-34.61278; 8.90e-02
J005139.9+272046;012.91625;+27.34625; 8.87e-02
J005154.8+172552;012.97833;+17.43111; 4.18e-01
J005154.8+485850;012.97833;+48.98069; 5.69e-02
J005207.5+103612;013.03125;+10.60333; 2.24e-01
J005222.0+205632;013.09167;+20.94222; 6.55e-02
J005225.7-392614;013.10708;-39.43736; 5.99e-02
J005234.2+104231;013.14250;+10.70861; 2.37e-01
J005235.5-492535;013.14792;-49.42653; 1.26e-01
J005238.2-182229;013.15917;-18.37486; 3.97e-01
J005238.4-185950;013.16000;-18.99722; 7.67e-02
J005245.8-272834;013.19083;-27.47611; 1.40e-01
J005246.4-801539;013.19333;-80.26083; 2.93e-01
J005247.0-195502;013.19583;-19.91722; 8.85e-02
J005250.9+433617;013.21208;+43.60486; 1.16e-01
J005252.2-473722;013.21750;-47.62278; 5.59e-01
J005255.3-563747;013.23042;-56.62986; 1.03e-01
J005300.8+682125;013.25333;+68.35694; 6.50e-02
J005304.6+482942;013.26917;+48.49500; 7.02e-02
J005307.5-743903;013.28125;-74.65083; 2.38e+00
J005316.9-272612;013.32042;-27.43681; 6.39e-02
J005317.6-325951;013.32333;-32.99764; 3.05e+00
J005323.6-244020;013.34833;-24.67236; 7.12e-02
J005324.4+553742;013.35167;+55.62833; 1.01e-01
J005335.3+124137;013.39708;+12.69375; 8.18e-01
J005341.2-061552;013.42167;-06.26458; 5.95e-02
J005346.9+223209;013.44542;+22.53597; 1.66e-01
J005347.3-194908;013.44708;-19.81903; 5.13e-02
J005350.4-013023;013.46000;-01.50639; 7.64e-02
J005351.3+221222;013.46375;+22.20611; 6.24e-02
J005351.3+352949;013.46375;+35.49694; 1.27e-01
J005406.4+294621;013.52667;+29.77250; 5.60e-02
J005415.9+510816;013.56625;+51.13778; 5.12e-02
J005441.9+000056;013.67458;+00.01569; 5.53e-02
J005447.2-245532;013.69667;-24.92556; 1.83e-01
J005447.6+273106;013.69833;+27.51833; 5.01e-02
J005452.3+252534;013.71792;+25.42611; 5.42e-01
J005502.5-024607;013.76042;-02.76861; 5.14e-02
J005514.4-035430;013.81000;-03.90847; 5.46e-02
J005515.0+301527;013.81250;+30.25750; 6.82e-02
J005519.1+522934;013.82958;+52.49278; 7.27e-02
J005525.8-495649;013.85750;-49.94695; 1.75e-01
J005528.0+461143;013.86667;+46.19528; 2.22e-01
J005529.0-373136;013.87083;-37.52667; 5.20e-02
J005545.4-343704;013.93917;-34.61792; 6.33e-02
J005549.6+504607;013.95667;+50.76875; 8.77e-02
J005555.3+262315;013.98042;+26.38764; 2.26e-01
J005555.9-511422;013.98292;-51.23944; 1.19e-01
J005557.6-470850;013.99000;-47.14736; 7.84e-02
J005600.0+261931;014.00000;+26.32542; 1.19e-01
J005601.6+024916;014.00667;+02.82125; 5.05e-02
J005604.8+415319;014.02000;+41.88861; 3.03e-01
J005607.6+254802;014.03167;+25.80070; 1.25e-01
J005616.1+522926;014.06708;+52.49055; 1.03e-01
J005617.5-011501;014.07292;-01.25028; 5.36e-01
J005620.1-093626;014.08375;-09.60722; 3.56e-01
J005626.3-010615;014.10958;-01.10431; 9.99e-02
J005642.0+604300;014.17500;+60.71680; 2.72e+00
J005655.1-751349;014.22958;-75.23042; 3.00e-01
J005655.5-515232;014.23125;-51.87556; 7.91e-01
J005708.1+102554;014.28375;+10.43181; 2.97e-01
J005708.5-244808;014.28542;-24.80236; 8.91e-02
J005709.3+345156;014.28875;+34.86570; 9.33e-02
J005712.7+232458;014.30292;+23.41611; 3.78e-01
J005718.6-824526;014.32750;-82.75736; 2.72e-01
J005720.4-222300;014.33500;-22.38333; 2.53e+00
J005727.4-261801;014.36417;-26.30042; 9.50e-02
J005729.8-415828;014.37417;-41.97458; 1.42e-01
J005737.3+044459;014.40542;+04.74986; 6.00e-02
J005739.6-151315;014.41500;-15.22097; 7.47e-02
J005802.1-082342;014.50875;-08.39514; 5.75e-02
J005807.5-460420;014.53125;-46.07236; 6.29e-02
J005808.5-054011;014.53542;-05.66972; 5.84e-02
J005813.8-142937;014.55750;-14.49361; 6.36e-02
J005817.1+172300;014.57125;+17.38347; 3.29e-01
J005822.8-024126;014.59500;-02.69056; 1.23e-01
J005837.9-360559;014.65792;-36.09972; 6.98e-01
J005837.9-713542;014.65792;-71.59514; 2.81e-01
J005845.1-055309;014.68792;-05.88583; 6.19e-02
J005846.2+320627;014.69250;+32.10764; 1.26e-01
J005847.9-565912;014.69958;-56.98680; 1.38e-01
J005916.3-015030;014.81792;-01.84181; 8.41e-02
J005932.3-351049;014.88458;-35.18042; 1.22e-01
J005932.7-154032;014.88625;-15.67569; 9.75e-02
J005940.8-452127;014.92000;-45.35750; 5.90e-02
J005941.1-540754;014.92125;-54.13181; 5.31e-02
J005947.9-155907;014.94958;-15.98542; 5.09e-02
J005953.3+314934;014.97208;+31.82611; 6.15e-01
J010000.7+191156;015.00292;+19.19903; 5.35e-02
J010010.1+312730;015.04208;+31.45847; 5.38e-02
J010013.4-151755;015.05583;-15.29875; 1.51e-01
J010013.6-381840;015.05667;-38.31125; 1.40e-01
J010013.9+213536;015.05792;+21.59347; 9.71e-02
J010014.0+055200;015.05833;+05.86667; 7.49e-02
J010016.0+125052;015.06667;+12.84792; 7.56e-02
J010027.9-511346;015.11625;-51.22958; 1.03e+00
J010030.8+091750;015.12833;+09.29722; 6.36e-02
J010035.3-271908;015.14708;-27.31903; 5.05e-02
J010040.2-253844;015.16750;-25.64569; 7.17e-02
J010049.5+044938;015.20625;+04.82722; 6.07e-02
J010052.1+311136;015.21708;+31.19333; 9.46e-02
J010052.2-052032;015.21750;-05.34236; 9.53e-02
J010111.4-420403;015.29750;-42.06764; 1.31e-01
J010112.0-092746;015.30000;-09.46278; 9.89e-02
J010117.7-455632;015.32375;-45.94236; 9.49e-02
J010120.4+655230;015.33500;+65.87500; 1.49e-01
J010122.2-051916;015.34250;-05.32125; 6.12e-02
J010123.5-030846;015.34792;-03.14625; 6.19e-02
J010124.9+411503;015.35375;+41.25083; 5.45e-02
J010131.0-425346;015.37917;-42.89625; 5.13e-02
J010133.1-271255;015.38792;-27.21528; 8.25e-02
J010145.4-120751;015.43917;-12.13083; 5.65e-02
J010158.3-552346;015.49292;-55.39625; 6.09e-02
J010212.2+815228;015.55083;+81.87458; 1.86e-01
J010215.7+050329;015.56542;+05.05806; 7.30e-02
J010218.8+120153;015.57833;+12.03153; 5.45e-02
J010224.7+610356;015.60292;+61.06569; 5.13e-02
J010227.1-003911;015.61292;-00.65319; 7.62e-02
J010235.3-240649;015.64708;-24.11375; 5.05e-02
J010239.3-231351;015.66375;-23.23097; 7.28e-02
J010241.5-432130;015.67292;-43.35833; 6.95e-02
J010242.8-215250;015.67833;-21.88056; 1.01e+00
J010243.0+010805;015.67917;+01.13472; 5.22e-02
J010251.3-200154;015.71375;-20.03167; 1.67e-01
J010251.4+185706;015.71417;+18.95167; 5.37e-02
J010256.3+691347;015.73458;+69.22986; 7.71e-02
J010302.4+572724;015.76000;+57.45681; 7.17e-02
J010303.8+100750;015.76583;+10.13069; 6.63e-02
J010312.7-554020;015.80292;-55.67236; 1.38e-01
J010313.4-480508;015.80583;-48.08569; 7.78e-02
J010313.5+022107;015.80625;+02.35194; 7.87e-02
J010314.4+200547;015.81000;+20.09653; 1.46e-01
J010318.0+622146;015.82500;+62.36278; 2.27e-01
J010319.5-410445;015.83125;-41.07917; 5.16e-02
J010321.4-223328;015.83917;-22.55792; 6.00e-02
J010325.9+533721;015.85792;+53.62250; 9.82e-02
J010333.7-643925;015.89042;-64.65694; 1.85e-01
J010335.5+235108;015.89792;+23.85222; 5.48e-02
J010340.8+405124;015.92000;+40.85667; 4.82e-01
J010342.7+473254;015.92792;+47.54833; 8.55e-02
J010346.9-602444;015.94542;-60.41236; 8.16e-02
J010349.2-255508;015.95500;-25.91903; 1.05e-01
J010351.3-481244;015.96375;-48.21222; 1.24e-01
J010400.4-202722;016.00167;-20.45611; 7.41e-02
J010403.5-720158;016.01458;-72.03278; 2.02e+00
J010407.6+263513;016.03167;+26.58694; 2.41e-01
J010419.0+613435;016.07917;+61.57653; 5.19e-02
J010427.5+293926;016.11458;+29.65722; 7.32e-02
J010433.1+553339;016.13792;+55.56083; 9.14e-02
J010434.1-235919;016.14208;-23.98875; 1.50e-01
J010434.7+411816;016.14458;+41.30444; 5.51e-02
J010450.6+404105;016.21083;+40.68486; 5.06e-02
J010500.1-722305;016.25042;-72.38472; 2.36e-01
J010501.9+020144;016.25792;+02.02903; 1.06e-01
J010503.8+503329;016.26583;+50.55806; 5.96e-02
J010506.0+281505;016.27500;+28.25139; 1.11e-01
J010508.9+331137;016.28708;+33.19361; 9.87e-02
J010515.1+802713;016.31292;+80.45361; 1.75e-01
J010517.5-582618;016.32292;-58.43833; 1.82e-01
J010527.6-171220;016.36500;-17.20569; 8.84e-02
J010533.8-244100;016.39083;-24.68347; 1.59e-01
J010535.4+192517;016.39750;+19.42153; 8.96e-02
J010536.2-040202;016.40083;-04.03389; 7.88e-02
J010538.7-141610;016.41125;-14.26944; 1.49e+00
J010546.7-343150;016.44458;-34.53069; 2.54e-01
J010550.1+045421;016.45875;+04.90583; 5.55e-02
J010556.1-355601;016.48375;-35.93375; 5.68e-02
J010558.6-260629;016.49417;-26.10819; 7.19e-02
J010602.8-354541;016.51167;-35.76139; 5.03e-02
J010605.9-464309;016.52458;-46.71931; 1.74e-01
J010607.2-235907;016.53000;-23.98542; 8.11e-02
J010609.4-521551;016.53917;-52.26417; 1.85e-01
J010620.9+330556;016.58708;+33.09889; 1.71e-01
J010626.0-141724;016.60833;-14.29000; 9.75e-02
J010642.1+393003;016.67542;+39.50097; 7.99e-02
J010644.5-103357;016.68542;-10.56583; 7.22e-02
J010646.1-235800;016.69208;-23.96667; 6.41e-02
J010649.2-225122;016.70500;-22.85625; 3.29e+00
